,PALABRA,FRECUENC,RHO,PHI,LENGTH
3190,cacea,0,13,52.0047060800874,5
3191,caceo,0,13,45.79772259338628,5
3192,cacha,2,14,43.48634096270552,5
3193,cacho,5,14,37.27935747600439,5
3194,cachú,0,15,27.83706398228017,5
3195,cacle,0,12,41.09140239986074,5
3196,cacto,0,14,41.56825316790021,5
3198,cader,0,14,44.14663281170277,5
3201,cafre,0,15,41.12609773519896,5
3202,cagar,4,15,47.91473831433494,5
3205,caico,0,13,44.741015528863755,5
3206,caída,93,14,41.03941942338514,5
3207,caído,83,14,34.83243593668402,5
3208,caire,0,14,48.45497709987815,5
3209,caite,0,15,44.48038032810502,5
3210,cajel,0,13,36.11424249518287,5
3211,cajín,0,15,27.957117045734215,5
3212,cajón,52,15,27.957117045734215,5
3213,cálao,0,13,35.42777907835263,5
3214,calar,2,13,50.88557142256877,5
3215,calca,0,12,47.23499786905813,5
3216,calce,0,12,41.09140239986074,5
3217,calco,3,12,41.028014382357,5
3218,calda,0,13,45.77539272358383,5
3219,caldo,20,13,39.5684092368827,5
3220,caler,0,13,44.741975953371394,5
3221,calés,2,13,30.17809871963408,5
3223,calla,25,12,46.37073586525244,5
3224,calle,601,12,40.227140396055056,5
3225,callo,12,12,40.16375237855132,5
3228,calón,0,14,32.0700149466064,5
3229,calor,245,13,44.678587935867654,5
3230,calta,0,14,46.91097465079565,5
3231,calva,9,14,42.620278162948026,5
3232,calvo,24,14,36.413294676246906,5
3233,calza,2,15,42.40958503658617,5
3234,calzo,2,15,36.202601549885046,5
3244,canal,68,14,47.71929192703175,5
3245,canco,0,14,42.376570444136306,5
3246,cande,0,15,40.98035331616575,5
3247,candi,0,15,39.92364625164323,5
3251,cania,0,15,51.4322930735385,5
3252,canil,0,14,40.51898939331184,5
3253,canje,2,15,37.46279855696218,5
3254,canoa,5,15,52.42561212055728,5
3256,cansa,6,15,47.17593176183873,5
3257,cansí,0,15,31.526654781413384,5
3258,canso,3,15,40.968948275137606,5
3267,caoba,9,15,48.17081149868242,5
3268,caobo,0,15,41.96382801198129,5
3269,capar,2,15,48.49447455775453,5
3271,capea,3,15,48.74934721146747,5
3272,capel,0,14,37.83604353124081,5
3273,capeo,0,15,42.542363724766346,5
3274,capia,0,15,47.69264014694495,5
3276,capio,0,15,41.48565666024383,5
3280,caqui,0,15,33.257699903357285,5
3281,carao,0,14,55.591891616094316,5
3282,carau,0,15,49.31503724646294,5
3283,caraú,0,15,46.149598122370094,5
3285,carba,0,15,47.979326862473215,5
3286,carca,4,13,51.74983342637446,5
3287,carda,0,14,50.29022828090016,5
3288,cardo,3,14,44.08324479419903,5
3289,carea,0,14,55.65527963359805,5
3290,carel,0,13,44.74197595337139,5
3291,careo,0,14,49.44829614689692,5
3293,carga,138,15,47.91473831433494,5
3294,cargo,82,15,41.70775482763382,5
3295,caria,1,14,54.598572569075536,5
3296,cario,0,14,48.39158908237441,5
3298,carla,0,13,50.88557142256878,5
3299,carló,0,13,35.23629444214343,5
3301,carne,235,15,46.0905320151507,5
3302,carné,8,15,36.58485050392274,5
3303,carpa,2,15,48.49447455775453,5
3304,carpe,0,15,42.35087908855714,5
3305,carpo,0,15,42.28749107105341,5
3306,carra,0,14,55.40040697988511,5
3307,carro,48,14,49.193423493183985,5
3308,carta,227,15,51.42581020811199,5
3309,carvi,0,15,39.93481118654446,5
3310,casal,2,13,45.82737570005943,5
3311,casar,26,14,50.342211257375766,5
3312,casca,1,13,46.69163770386511,5
3313,casco,28,13,40.48465421716399,5
3314,cásea,0,14,34.947806930663354,5
3315,cáseo,0,14,28.74082344396223,5
3316,casia,1,14,49.54037684656618,5
3317,casio,0,14,43.333393359865056,5
3318,casis,0,14,38.083713001146506,5
3319,casón,0,15,31.526654781413384,5
3320,caspa,5,15,43.436278835245176,5
3321,casta,14,15,46.36761448560264,5
3322,casto,10,15,40.16063099890151,5
3323,casus,0,15,32.80017767853391,5
3325,catar,2,15,51.42581020811198,5
3326,cateo,0,15,45.4736993751238,5
3330,catos,0,15,40.16063099890151,5
3331,catre,16,15,45.282214738914604,5
3333,cauca,0,14,45.66446369295229,5
3334,cauce,40,14,39.5208682237549,5
3335,cauda,0,15,44.20485854747799,5
3336,cauje,0,15,34.543708319077034,5
3337,caula,0,14,44.800201689146604,5
3339,cauri,0,15,42.11473471274304,5
3340,cauro,0,15,43.108053759761816,5
3341,causa,261,15,44.25684152395359,5
3346,cavar,6,15,47.13511372026436,5
3347,cávea,0,15,31.74070939355195,5
3348,cavia,0,15,46.33327930945478,5
3349,cavío,0,15,31.677321376048216,5
3355,ceaja,0,14,47.02754617540953,5
3356,ceajo,0,14,40.82056268870841,5
3357,cebar,1,15,41.835731393275836,5
3358,cebil,0,14,30.12059330223959,5
3360,cebra,5,15,41.83573139327583,5
3361,cebro,0,15,35.6287479065747,5
3363,cecal,0,12,41.09140239986073,5
3364,ceceo,6,13,39.65412712418889,5
3365,ceder,24,14,38.00303734250539,5
3366,cedra,0,14,44.14663281170277,5
3367,cedro,2,14,37.93964932500165,5
3368,cefea,0,15,41.3809703889119,5
3369,cegar,3,15,41.77114284513755,5
3370,cegrí,0,15,26.121865864712202,5
3372,ceiba,2,15,41.033896982466246,5
3373,ceibo,0,15,34.826913495765126,5
3374,ceína,0,15,36.839723157635675,5
3375,cejar,2,14,40.62907805249921,5
3376,celán,0,14,25.926419477409013,5
3377,celar,0,13,44.741975953371394,5
3378,celda,46,13,39.63179725438644,5
3379,celfo,0,14,30.404278691181503,5
3380,celia,0,13,43.94014154256181,5
3381,cella,0,12,40.227140396055056,5
3382,cello,1,12,34.02015690935393,5
3383,celta,5,14,40.767379181598265,5
3385,cenal,0,14,41.57569645783436,5
3386,cenar,46,15,46.0905320151507,5
3387,cenca,0,14,42.439958461640046,5
3388,cenco,0,14,36.23297497493893,5
3389,cenia,0,15,45.28869760434112,5
3391,censo,9,15,34.82535280594023,5
3397,cerca,360,13,45.60623795717707,5
3398,cerco,16,13,39.39925447047595,5
3399,cerda,6,14,44.14663281170277,5
3400,cerdo,34,14,37.93964932500165,5
3401,cérea,0,14,40.0060026531727,5
3402,céreo,1,14,33.79901916647158,5
3403,cerio,0,14,42.247993613177016,5
3404,cerna,0,15,46.09053201515069,5
3405,cerne,0,15,39.94693654595331,5
3406,cerno,0,15,39.883548528449566,5
3407,cerón,0,15,30.441255034725344,5
3408,cerpa,0,15,42.350879088557136,5
3409,cerra,0,14,49.25681151068772,5
3410,cerro,28,14,43.04982802398659,5
3411,cesar,32,14,44.19861578817837,5
3412,césar,0,14,34.69293427695041,5
3413,cesio,1,14,37.18979789066768,5
3414,cesta,14,15,40.22401901640525,5
3415,cesto,5,15,34.01703552970413,5
3416,cetil,0,14,33.56707664787836,5
3417,cetís,0,15,24.574742035979902,5
3418,cetra,0,15,45.282214738914604,5
3419,cetre,0,15,39.13861926971721,5
3420,cetro,12,15,39.07523125221348,5
3422,cevil,0,14,29.276380160030733,5
3423,chaca,0,14,43.48634096270552,5
3424,chaco,0,14,37.27935747600439,5
3425,chacó,2,14,27.83706398228017,5
3427,chala,1,14,42.622078958899834,5
3428,chale,0,14,36.47848348970245,5
3429,chalé,14,14,26.972801978474486,5
3439,chaúl,0,15,26.972801978474486,5
3447,checa,3,14,37.34274549350813,5
3448,checo,2,14,31.13576200680701,5
3449,cheje,0,15,26.221990119632878,5
3450,chele,0,14,30.334888020505062,5
3451,cheli,0,14,29.278180955982542,5
3454,chera,0,15,40.99331904701879,5
3455,chero,0,15,34.78633556031766,5
3456,chesa,0,15,35.93512332450943,5
3457,cheso,0,15,29.72813983780831,5
3458,chiar,0,15,39.93661198249626,5
3459,chica,179,14,36.28603842898561,5
3460,chico,173,14,30.07905494228449,5
3461,chile,0,14,29.278180955982542,5
3470,chira,0,15,39.93661198249626,5
3471,chisa,0,15,34.87841625998691,5
3480,choca,6,14,37.27935747600439,5
3481,choco,4,14,31.07237398930327,5
3484,chola,0,14,36.415095472198715,5
3485,cholo,0,14,30.208111985497588,5
3489,chori,0,15,33.72962849579514,5
3490,choro,0,15,34.72294754281393,5
3498,chuca,0,15,31.00250310637302,5
3500,chula,1,15,30.138241102567335,5
3502,chulo,17,15,23.931257615866212,5
3515,cianí,0,15,35.783016093113154,5
3516,ciato,0,15,44.41699231060129,5
3517,cibal,0,14,36.26418877143698,5
3518,cicca,0,12,40.898957339143905,5
3519,ciclo,42,12,33.827711848637094,5
3520,cidra,0,14,43.08992574718026,5
3521,cidro,0,14,36.88294226047913,5
3522,cieca,0,13,44.804403546367496,5
3523,ciega,47,15,40.96930843432797,5
3524,ciego,103,15,34.76232494762685,5
3525,cielo,334,13,37.733158055860684,5
3527,cieno,2,15,39.08171411763999,5
3528,cifra,35,15,40.06939067067644,5
3530,cilio,0,13,36.67645099133817,5
3531,cilla,0,12,39.170433331532536,5
3536,cinca,0,14,41.383251397117526,5
3537,cinco,426,14,35.1762679104164,5
3538,cinia,0,15,44.2319905398186,5
3541,circe,0,13,38.405935423457166,5
3542,circo,39,13,38.342547405953425,5
3543,cirio,2,14,41.1912865486545,5
3544,cirro,0,14,41.99312095946408,5
3545,cisca,0,13,39.491335170145206,5
3546,cisco,2,13,33.284351683444086,5
3548,cisne,10,15,33.83203375892144,5
3549,citar,25,15,44.22550767439208,5
3550,citra,0,15,44.22550767439208,5
3551,civil,153,14,28.219673095508213,5
3552,claco,0,12,41.028014382357,5
3553,clapa,0,14,43.9796390004382,5
3554,clara,132,13,50.88557142256878,5
3555,claro,598,13,44.678587935867654,5
3556,clase,404,13,39.68378023086204,5
3557,clava,7,14,42.620278162948026,5
3558,clave,72,14,36.47668269375064,5
3559,clavo,17,14,36.413294676246906,5
3560,cleda,0,13,39.63179725438644,5
3561,clero,14,13,38.53499246667027,5
3562,clica,0,12,40.03469533533822,5
3564,clipe,0,14,30.6357409975209,5
3566,cloro,9,13,38.471604449166534,5
3567,clota,0,14,40.70399116409453,5
3569,clube,0,15,24.837057979626994,5
3570,coana,0,15,52.42561212055728,5
3571,coata,0,15,51.61729484432119,5
3572,coate,0,15,45.4736993751238,5
3573,coatí,0,15,35.96801786389584,5
3574,cobea,0,15,42.02721602948503,5
3576,cobil,0,14,30.05720528473585,5
3577,cobla,0,14,37.25750781845576,5
3578,cobra,37,15,41.772343375772095,5
3579,cobre,31,15,35.6287479065747,5
3580,cobro,9,15,35.56535988907097,5
3581,cocal,0,12,41.028014382357,5
3582,cocar,0,13,45.54284993967333,5
3583,cocer,4,13,39.39925447047595,5
3584,cocha,0,14,37.27935747600439,5
3585,coche,301,14,31.135762006807006,5
3586,cochi,0,14,30.079054942284486,5
3587,cocho,0,14,31.07237398930327,5
3588,cocol,0,12,34.82103089565588,5
3589,cocui,0,14,32.257177672531256,5
3591,codal,0,13,39.5684092368827,5
3592,codeo,0,14,38.13113396121085,5
3593,codín,0,15,25.267688318236658,5
3594,codón,0,15,25.267688318236658,5
3595,coeva,0,15,41.183002887276174,5
3596,coevo,0,15,34.976019400575055,5
3597,cofia,2,15,40.260875306885644,5
3599,cofre,6,15,34.919114248497834,5
3600,coger,42,15,35.56415935843643,5
3602,cohol,0,14,30.208111985497588,5
3603,coido,0,14,37.07442689668834,5
3606,coiné,0,15,29.576032606412035,5
3607,coipo,0,15,35.2786731735427,5
3608,coito,8,15,38.21000882390017,5
3609,cojal,0,13,36.05085447767913,5
3613,colar,2,13,44.678587935867654,5
3614,coleo,0,13,38.72647710287947,5
3615,colín,0,14,25.86303145990528,5
3616,colla,0,12,40.16375237855132,5
3620,colon,0,14,35.3053249536295,5
3621,colón,0,14,25.86303145990528,5
3622,color,335,13,38.471604449166534,5
3623,colpa,0,14,37.77265551373707,5
3624,colpe,0,14,31.629060044539685,5
3625,colza,2,15,36.202601549885046,5
3635,conca,0,14,42.376570444136306,5
3636,conde,80,15,34.77336982946462,5
3642,coona,0,15,46.21862863385616,5
3643,copal,0,14,37.77265551373707,5
3644,copar,0,15,42.28749107105341,5
3646,copeo,1,15,36.33538023806523,5
3648,copia,23,15,41.485656660243826,5
3650,copla,14,14,37.77265551373707,5
3652,copra,0,15,42.28749107105341,5
3655,coque,2,15,28.107423481178678,5
3657,coral,12,13,44.678587935867654,5
3659,corán,8,15,30.37786701722161,5
3660,corar,0,14,49.193423493183985,5
3661,coras,0,14,44.13522777067464,5
3662,corbe,0,15,35.6287479065747,5
3663,corca,0,13,45.54284993967334,5
3664,corco,0,13,39.33586645297221,5
3665,corda,0,14,44.08324479419904,5
3666,corea,1,14,49.44829614689693,5
3667,coreo,0,14,43.2413126601958,5
3668,coria,1,14,48.39158908237441,5
3669,corla,0,13,44.678587935867654,5
3671,corno,0,15,39.82016051094584,5
3672,corpa,0,15,42.28749107105341,5
3673,corps,0,15,30.83082722563373,5
3674,corra,2,14,49.19342349318399,5
3675,corro,16,14,42.986440006482866,5
3676,corsa,1,14,44.13522777067464,5
3677,corsé,4,14,28.48595079024929,5
3678,corso,2,14,37.92824428397351,5
3679,corta,76,15,45.21882672141086,5
3680,corte,137,15,39.07523125221348,5
3681,corto,88,15,39.011843234709744,5
3682,corúa,0,15,39.94261463566897,5
3683,corva,0,15,40.92813023356324,5
3684,corvo,1,15,34.72114674686212,5
3687,coser,15,14,37.99163230147725,5
3688,cospe,0,15,31.085699879346667,5
3689,costa,124,15,40.16063099890151,5
3690,coste,19,15,34.017035529704124,5
3691,costo,9,15,33.95364751220039,5
3692,cotar,0,15,45.21882672141086,5
3696,coxal,0,14,35.59609347331521,5
3697,coxis,0,15,27.852430774402286,5
3699,coyol,0,15,29.371102027095972,5
3700,crasa,0,14,50.34221125737576,5
3701,craso,1,14,44.13522777067463,5
3703,crear,103,14,49.256811510687726,5
3704,credo,5,14,37.93964932500165,5
3705,creer,151,14,43.11321604149033,5
3707,crepe,0,15,36.20728361935976,5
3708,cresa,0,14,44.19861578817837,5
3709,creso,2,14,37.99163230147725,5
3710,creta,0,15,45.2822147389146,5
3711,criar,7,14,48.20010444616521,5
3712,criba,1,15,40.77902432875331,5
3713,cribo,0,15,34.57204084205219,5
3714,crica,0,13,44.54953089265455,5
3715,crida,0,14,43.08992574718025,5
3716,croar,1,14,49.193423493183985,5
3717,croco,0,13,39.33586645297221,5
3719,crono,0,15,39.82016051094584,5
3720,cross,1,14,32.67856392525496,5
3722,cruce,22,14,33.12240010084457,5
3723,cruda,16,15,37.80639042456766,5
3724,crudo,11,15,31.599406937866537,5
3725,cruel,58,14,32.25813809703889,5
3726,crúor,0,15,33.544146512758644,5
3729,cuaco,0,14,39.45748020625116,5
3730,cuada,0,15,44.20485854747799,5
3731,cuado,0,15,37.99787506077686,5
3732,cuajo,7,15,34.4803203015733,5
3734,cuasi,6,15,37.05653899023368,5
3738,cubil,10,15,23.780350915104474,5
3739,cucar,0,14,39.26599557004196,5
3740,cucha,0,15,31.002503106373016,5
3743,cucho,0,15,24.795519619671893,5
3745,cueca,0,14,39.5208682237549,5
3747,cuera,0,15,43.17144177726556,5
3748,cuero,64,15,36.96445829056443,5
3749,cuesa,0,15,38.1132460547562,5
3755,cuica,0,14,38.46416115923238,5
3756,cuico,0,14,32.257177672531256,5
3757,cuida,16,15,37.004556013758084,5
3758,cuido,4,15,30.79757252705696,5
3759,cuija,0,15,33.487001254554514,5
3764,cular,0,14,38.401733566236274,5
3765,culas,0,14,33.34353784372693,5
3767,culle,0,13,27.743302539722556,5
3769,culpa,154,15,31.495801144105695,5
3770,culta,13,15,34.42713679446315,5
3771,culto,59,15,28.22015330776203,5
3785,cural,0,14,38.401733566236274,5
3786,curar,16,15,42.916569123552605,5
3787,curca,0,14,39.26599557004196,5
3788,curco,0,14,33.05901208334083,5
3789,curda,0,15,37.80639042456766,5
3790,curdo,0,15,31.599406937866537,5
3791,curia,5,15,42.11473471274303,5
3792,curio,0,15,35.90775122604191,5
3793,curra,0,15,42.916569123552605,5
3794,curro,2,15,36.709585636851486,5
3795,cursi,17,15,30.658070867323353,5
3796,curso,150,15,31.651389914342136,5
3799,curul,0,15,25.917895709903775,5
3802,cusca,0,14,34.20779984753261,5
3803,cusco,0,14,28.000816360831486,5
3804,cusir,0,15,30.658070867323357,5
3814,dable,0,15,35.86129069048519,5
3815,dacia,0,14,49.48839387009058,5
3816,dacio,0,14,43.281410383389456,5
3817,dador,12,15,42.62363964872475,5
3821,dajao,0,15,45.5045530124315,5
3822,dalai,0,14,48.6241318662849,5
3823,dalgo,0,15,35.73331412484318,5
3824,dalia,3,14,48.6241318662849,5
3825,dalla,0,13,44.91113071977814,5
3826,dallá,0,13,29.261853739352794,5
3827,dalle,0,13,38.76753525058076,5
3829,dance,1,15,40.98035331616575,5
3839,dardo,35,15,42.62363964872473,5
3840,dares,0,15,42.73901064270407,5
3844,dauco,0,15,37.99787506077686,5
3851,debla,0,15,35.86129069048519,5
3852,deble,0,15,29.71769522128781,5
3854,decir,1416,14,36.94633027798287,5
3855,decor,0,14,37.93964932500165,5
3856,dedal,1,14,38.172192108912135,5
3857,dedeo,0,15,36.73491683324029,5
3858,dedil,0,14,30.971889575192236,5
3859,deesa,0,15,42.99388329641702,5
3860,dejar,289,15,39.16947290702491,5
3861,delco,0,13,33.42481376768532,5
3862,delga,0,15,35.796702142346916,5
3863,delia,1,14,42.48053639708751,5
3864,delio,0,14,36.273552910386385,5
3865,della,7,13,38.76753525058076,5
3866,dello,0,13,32.56055176387963,5
3867,delta,12,15,39.307774036123966,5
3876,desca,0,14,39.08843708919343,5
3877,desde,2683,15,31.48523647452174,5
3878,deseo,239,15,36.78689980971589,5
3887,díada,0,15,39.57981427791084,5
3888,diado,0,15,41.82180523791516,5
3892,dicha,97,15,34.826433283511314,5
3893,dicho,615,15,28.61944979681019,5
3895,diesi,0,15,34.73687369817459,5
3899,dijes,1,15,26.91097465079565,5
3904,diodo,4,15,35.61482175121404,5
3905,diosa,23,15,41.87378821439076,5
3906,dioso,0,15,35.66680472768964,5
3908,disco,50,14,31.824746537969784,5
3910,diuca,0,15,37.004556013758084,5
3912,dobla,10,15,35.79790267298146,5
3913,doble,182,15,29.65430720378407,5
3914,doblo,2,15,29.590919186280335,5
3915,docén,0,15,25.267688318236658,5
3917,docta,2,15,40.10864802242591,5
3918,docto,3,15,33.90166453572479,5
3919,dogal,0,15,35.73331412484318,5
3922,dolar,0,14,43.218982790393355,5
3923,dólar,4,14,33.77668929666913,5
3924,doler,3,14,37.07538732119597,5
3925,dolor,234,14,37.011999303692235,5
3932,doral,1,14,43.218982790393355,5
3933,dorar,0,15,47.733818347709686,5
3934,doria,0,15,46.93198393690011,5
3935,dorio,0,15,40.72500045019899,5
3937,dorso,10,15,36.46863913849921,5
3938,dosel,4,14,32.017191598686615,5
3939,dosis,69,15,30.41712436897108,5
3940,dotal,0,15,39.244386018620226,5
3956,ducal,1,14,33.29155486725133,5
3957,ducas,0,15,32.74819470205831,5
3962,duela,5,15,37.19700107447492,5
3963,duelo,33,15,30.990017587773796,5
3968,dular,0,15,36.942128420761975,5
3969,dulce,104,14,27.147959398053942,5
3970,dulía,0,15,27.691319563246957,5
4098,facer,0,15,41.126097735198954,5
4100,facia,0,15,46.467858793586764,5
4101,facie,0,15,40.32426332438938,5
4110,fajol,0,15,31.57071425570102,5
4113,falca,0,14,42.75485764708001,5
4114,falce,1,14,36.61126217788262,5
4115,falda,74,15,41.29525250160571,5
4116,falir,0,15,39.20512866687076,5
4117,falla,9,14,41.890595643274324,5
4118,fallo,21,14,35.683612156573204,5
4119,falsa,40,15,41.347235478081316,5
4120,falso,53,15,35.14025199138019,5
4133,farol,17,15,40.19844771388954,5
4156,fecal,1,14,36.61126217788262,5
4176,feral,0,15,40.261835731393276,5
4195,ficar,0,15,40.06939067067644,5
4206,filar,0,15,39.205128666870756,5
4208,filis,0,15,26.946630410641504,5
4222,fisco,1,15,28.804211461465965,5
4226,flaca,8,14,42.75485764708001,5
4227,flaco,17,14,36.54787416037888,5
4233,fleco,3,14,30.4042786911815,5
4234,fleja,0,15,31.634102273204757,5
4235,fleje,0,15,25.49050680400737,5
4241,floja,6,15,31.57071425570102,5
4242,flojo,8,15,25.363730768999897,5
4243,flora,25,15,40.198447713889536,5
4250,focal,2,14,36.54787416037889,5
4258,folía,0,15,30.947638856374518,5
4259,folio,13,15,33.18962981637884,5
4260,folla,2,14,35.683612156573204,5
4269,foral,1,15,40.198447713889536,5
4271,forca,0,15,41.06270971769522,5
4278,fosal,0,15,35.14025199138019,5
4280,fosca,0,15,36.004513995185874,5
4281,fosco,1,15,29.797530508484748,5
4299,frica,1,15,40.06939067067644,5
4329,fulla,0,15,29.406757786941828,5
4348,gacel,0,14,37.256307287821215,5
4358,galce,0,14,37.256307287821215,5
4359,galea,0,15,47.3053489642422,5
4360,gálea,0,15,31.656071983816847,5
4361,gáleo,0,15,25.449088497115724,5
4362,galés,1,15,26.343003607594557,5
4365,galio,1,15,40.04165841301855,5
4366,galla,0,14,42.53564075321292,5
4367,gallo,33,14,36.3286572665118,5
4390,garla,0,15,47.050476310529255,5
4391,garlo,0,15,40.84349282382813,5
4425,glasé,1,15,26.343003607594557,5
4428,glera,0,15,40.90688084133187,5
4430,glosa,5,15,35.78529710131878,5
4431,glose,0,15,29.641701632121396,5
4442,golde,0,15,29.589718655645797,5
4443,goles,3,15,29.641701632121396,5
4481,greca,1,15,41.771142845137554,5
4482,greco,6,15,35.56415935843643,5
4485,grelo,0,15,34.69989735463075,5
4488,grial,7,15,39.85017377680935,5
4775,jable,0,15,32.34373593128163,5
4777,jacal,0,13,42.25783796438026,5
4778,jacer,0,14,40.62907805249921,5
4779,jadeo,10,15,39.36095754323411,5
4783,jalar,1,14,45.90841151789091,5
4784,jalda,0,14,40.79823281890596,5
4785,jalde,0,14,34.65463734970857,5
4786,jaldo,0,14,34.59124933220484,5
4787,jalea,0,14,46.16328417160385,5
4788,jaleo,5,14,39.95630068490273,5
4790,jalón,0,15,27.09285504192853,5
4798,jaral,1,14,45.908411517890904,5
4799,jarda,0,15,45.31306837622229,5
4800,jarra,15,15,50.42324707520724,5
4801,jarro,5,15,44.21626358850612,5
4802,jasar,0,15,45.36505135269789,5
4810,jaula,31,15,39.823041784468735,5
4814,jedar,0,15,39.16947290702491,5
4829,jijas,0,15,29.537015360789468,5
4830,jijeo,0,15,28.643100250310635,5
4838,jirel,0,14,32.56451351497362,5
4840,jisca,0,14,34.51417526546734,5
4843,joder,24,15,32.96248942032378,5
4849,jorco,0,14,34.35870654829435,5
4852,jorro,0,15,38.009280101805,5
4853,joule,0,15,27.472462828570226,5
4867,julio,57,15,26.415755764047706,5
4875,jurco,0,15,28.081852178662967,5
4876,jurel,1,15,27.280978192361022,5
4887,labeo,0,15,41.16295402567935,5
4888,labia,4,15,46.313230447857954,5
4890,labio,24,15,40.10624696115683,5
4891,labor,73,15,40.908081371966404,5
4892,labra,0,15,47.11506485866753,5
4893,labro,0,15,40.908081371966404,5
4894,lacha,0,14,42.622078958899834,5
4895,lacho,0,14,36.415095472198715,5
4896,lacia,1,13,50.0837370117592,5
4897,lacio,7,13,43.87675352505808,5
4898,lacón,0,14,32.0700149466064,5
4899,lacra,2,13,50.88557142256878,5
4900,lacre,1,13,44.741975953371394,5
4901,ladeo,0,14,43.47385544410629,5
4902,ladón,0,15,30.6104098011321,5
4903,ladra,8,14,49.42596627709448,5
4904,lagar,1,15,47.05047631052926,5
4905,laica,12,13,50.0837370117592,5
4906,laico,3,13,43.87675352505808,5
4907,laida,0,14,48.6241318662849,5
4908,laido,0,14,42.41714837958378,5
4914,lanar,0,15,51.3698654805424,5
4915,lance,15,14,41.57569645783436,5
4916,landa,1,15,46.25968678155745,5
4917,lande,0,15,40.11609131236006,5
4918,landó,0,15,30.6104098011321,5
4920,lanía,0,15,42.119056623027376,5
4921,lanío,0,15,35.912073136326256,5
4926,lapsa,0,15,42.5720168314395,5
4927,lapso,15,15,36.36503334473837,5
4928,laque,0,15,33.45014496407412,5
4929,larda,0,14,49.425966277094474,5
4930,lardo,0,14,43.218982790393355,5
4931,larga,230,15,47.050476310529255,5
4932,largo,584,15,40.84349282382813,5
4933,larra,0,14,54.53614497607943,5
4934,larva,2,15,46.27085171645868,5
4935,lasca,0,13,45.82737570005943,5
4936,láser,14,14,27.685076803947343,5
4937,lasto,0,15,39.29636899509583,5
4939,latae,0,15,50.81642085801924,5
4943,latir,8,15,43.3612456705864,5
4945,lauda,1,15,43.340596543672305,5
4946,laude,2,15,37.19700107447492,5
4947,laudo,0,15,37.133613056971186,5
4949,lauro,7,15,42.243791755956124,5
4952,lavar,15,15,46.27085171645868,5
4953,laxar,0,15,45.45365051352698,5
4956,lecha,0,14,36.47848348970245,5
4957,leche,137,14,30.334888020505062,5
4958,lecho,72,14,30.271500003001325,5
4959,ledón,0,15,24.466814331934714,5
4960,legal,29,14,36.39204528401554,5
4961,legar,1,15,40.90688084133187,5
