,PALABRA,FRECUENC,RHO,PHI,LENGTH
9039,bramar,3,22,54.7102219180878,6
9042,branza,0,22,49.23844339197925,6
9048,brazal,0,20,47.88988733019995,6
9049,brazar,0,21,52.404722887516286,6
9052,bregar,6,20,47.251445138751336,6
9063,briaga,0,20,52.59320619713913,6
9092,bromar,0,22,48.50323843138668,6
9098,brotar,17,20,50.69912901502464,6
9182,butaca,36,20,47.17016921479294,6
9190,cabaza,0,20,55.152617456915955,6
9196,cabeza,835,20,49.009021987718576,6
9316,caluma,0,20,47.88052319125053,6
9325,camada,6,20,59.76901790591442,6
9326,camama,0,23,58.70870924948827,6
9327,cámara,114,20,49.229919624474014,6
9329,camarú,0,21,49.22991962447402,6
9330,camaza,0,22,56.40321021891676,6
9331,cambar,0,21,51.05964836457714,6
9332,cambia,43,21,50.25781395376757,6
9337,cambra,0,21,51.05964836457715,6
9342,camena,0,21,55.56932164016496,6
9343,camera,1,20,58.73560113570199,6
9346,camero,0,20,52.528617649000864,6
9347,camiar,0,20,57.67889407117947,6
9351,camino,500,21,48.30563108894131,6
9353,camisa,121,20,52.62069834867012,6
9354,camita,5,21,53.70429729940634,6
9355,camota,0,21,54.69761634642512,6
9356,camote,1,21,48.554020877227735,6
9358,campar,1,21,51.57479605985846,6
9400,canime,0,21,48.369019106445045,6
9418,cantúa,0,20,48.25953071257496,6
9441,capaza,0,20,55.66776515219727,6
9442,capazo,0,20,49.46078166549614,6
9470,carama,0,20,64.87919660489936,6
9477,carauz,0,20,50.08985971799536,6
9510,carmen,0,21,49.17085351725463,6
9511,carmes,0,20,47.27893729028231,6
9578,cateya,0,20,51.83098929726939,6
9616,cayama,0,22,55.77869418282881,6
9617,cayana,0,20,58.78290204270287,6
9619,cayaya,0,21,52.84867911616934,6
9620,cayena,2,20,52.63930657350549,6
9621,cayota,0,20,51.76760127976566,6
9625,cazabe,0,20,49.009021987718576,6
9628,cazata,0,20,58.59910080255473,6
9656,cegama,0,21,51.249932470151805,6
9680,cemita,0,21,47.56070183020895,6
9742,ceroma,0,20,52.52861764900086,6
9775,chaima,0,21,49.41540160751052,6
9784,chamar,0,21,50.21723601832011,6
9824,chayar,0,20,47.28722095166064,6
9825,chazar,0,20,47.91173698774858,6
9978,cimate,0,21,47.56070183020895,6
9983,cimera,1,20,51.53529860198208,6
9988,cinema,5,21,48.369019106445045,6
10059,cobaya,5,20,48.32111793412688,6
10155,cometa,35,21,48.554020877227735,6
10325,cremar,0,20,52.337133012791654,6
10350,cromar,0,20,52.27374499528793,6
10366,cuaima,0,21,51.59352433775729,6
10370,cuanta,8,20,51.424969836667806,6
10378,cubana,2,20,47.97848649102903,6
10437,cumana,0,22,49.22907925302984,6
10454,cupana,0,20,48.49363418631035,6
10483,cutama,0,22,48.42076197679374,6
10497,dagame,0,22,49.790327324677506,6
10498,daimio,0,21,49.21047102819446,6
10503,damero,2,21,51.069012503526565,6
10504,damnar,0,22,53.85484384097772,6
10508,danzar,3,21,51.5493448104062,6
10518,dativa,0,20,50.14988624972238,6
10520,datura,0,20,53.13164418673053,6
10564,demora,13,21,51.06901250352656,6
10568,dentar,0,20,49.90713895541829,6
10683,dolama,0,20,52.697772415407606,6
10722,dracma,0,20,53.37054978300409,6
10729,drezar,0,20,48.572028836745844,6
10732,drizar,0,20,47.51532177222333,6
10747,duerna,0,20,47.79636599376925,6
11140,fabada,7,20,54.0382849219355,6
11141,fabear,0,20,53.00486815172306,6
11146,facazo,0,20,48.23600031213796,6
11158,faenar,2,20,57.25966877359794,6
11164,fajana,0,20,54.7755307846068,6
11167,fajina,0,20,47.575228250886894,6
11188,famada,0,22,55.288877683936306,6
11189,famado,0,22,49.08189419723519,6
11191,famosa,63,22,49.13387717371078,6
11196,fanega,0,21,49.77400010804776,6
11198,fangar,0,21,49.51912745433482,6
11206,faraón,6,20,47.75398726236997,6
11213,farina,1,20,56.20296170907541,6
11217,farota,0,20,56.3879634798581,6
11220,fartar,0,20,56.19647884364889,6
11225,fatiga,32,21,47.90897576728914,6
11253,femera,0,22,48.11186544452648,6
11265,ferina,0,20,50.059366239878024,6
11292,fianza,1,22,47.72697532309281,6
11300,figana,0,21,48.71729304352524,6
11324,finada,0,20,51.092783010090464,6
11382,fogata,3,21,48.90229481430792,6
11403,forana,0,20,57.19628075609419,6
11404,forano,0,20,50.98929726939306,6
11414,formar,57,22,47.79360477330981,6
11441,franja,17,20,48.37706266169647,6
11458,frenar,6,20,50.86120065068761,6
11466,fretar,0,20,50.05288337445151,6
11478,friona,0,20,49.99597822237429,6
11485,fritar,0,20,48.996176309928984,6
11491,frotar,2,20,49.98949535694777,6
11550,gabasa,0,20,54.73531300834969,6
11551,gabata,0,21,55.818911959085916,6
11553,gabato,0,21,49.61192847238479,6
11557,gabina,0,21,49.426926701602106,6
11558,gabita,0,21,48.61860942536601,6
11568,gafosa,0,20,47.8186958635717,6
11570,gagate,0,21,49.610727941750255,6
11578,galayo,0,20,47.39226738218292,6
11590,galima,0,21,49.32896340182361,6
11600,gamada,2,22,55.9339227938749,6
11603,gamboa,0,23,47.41603788874683,6
11611,ganada,8,20,58.93813065374896,6
11612,ganado,58,20,52.73114716704784,6
11617,ganeta,0,21,53.9301171117634,6
11618,ganosa,0,20,52.783130143523444,6
11627,garama,0,22,61.044101492859845,6
11628,garata,0,20,63.23999207649781,6
11629,garbar,0,20,53.395040607948715,6
11630,garbeo,4,20,47.44292977496053,6
11635,gareta,0,20,57.09639660730043,6
11636,garete,3,20,50.95280113810304,6
11640,garifa,0,20,51.883572539062264,6
11642,garita,5,20,56.03968954277791,6
11643,garito,3,20,49.83270605607679,6
11652,garuar,0,20,54.730750991938436,6
11660,gastar,23,20,51.783328231078144,6
11661,gatada,0,20,58.12981337751287,6
11662,gataza,0,22,54.76400569051521,6
11663,gatazo,0,22,48.557022203814086,6
11664,gatear,0,20,57.096396607300434,6
11665,gatera,0,20,57.09639660730043,6
11666,gatero,0,20,50.8894131205993,6
11667,gatuna,2,22,47.58987472462829,6
11675,gavera,0,20,52.8057001194528,6
11676,gaveta,4,21,48.83110334767968,6
11678,gavina,0,21,48.582713559393255,6
11680,gavota,0,21,48.76771533017594,6
11681,gayata,0,22,54.13948965442726,6
11682,gayera,0,21,51.970490957003,6
11683,gayola,0,20,47.39226738218292,6
11685,gazapa,0,22,51.83267004015775,6
11689,gaznar,0,22,49.173854843840985,6
11727,gibada,0,20,47.483027498154186,6
11738,gitana,14,21,52.87341004724088,6
11776,gomera,0,22,48.69352253696133,6
11793,gormar,0,22,48.4386498832484,6
11796,gotear,1,20,50.8894131205993,6
11797,gotera,3,20,50.88941312059931,6
11801,gotona,0,21,47.65974560755854,6
11804,gozada,2,21,47.42144027660226,6
11808,grabar,7,20,53.395040607948715,6
11816,gragea,0,20,53.585324713523384,6
11817,gramal,0,21,50.13079781263318,6
11818,gramar,0,22,54.64563336994952,6
11820,grampa,0,23,47.73970094781894,6
11821,granar,1,20,57.64984122982358,6
11823,granda,0,20,52.53966253083863,6
11826,granja,14,20,49.02210777163506,6
11827,granza,0,22,49.17385484384098,6
11829,grapar,0,20,53.91018830323003,6
11832,gratar,0,20,56.84152395358748,6
11833,gratia,0,20,56.03968954277791,6
11837,gravar,0,20,52.55082746573986,6
11847,grieta,14,20,49.89609407358052,6
11859,gritar,50,20,49.64122141986758,6
11868,gruera,0,20,48.58715552274105,6
11889,guadra,0,20,49.62057229295349,6
11894,guaira,0,20,53.92891658112885,6
11895,guairo,0,20,47.721933094427726,6
11896,guaita,1,21,49.95431980935573,6
11908,guanta,0,22,47.58987472462828,6
11913,guarda,66,20,49.62057229295348,6
11915,guaria,0,20,53.92891658112886,6
11917,guarir,0,20,47.53044845821853,6
11919,guarra,7,20,54.730750991938436,6
11920,guarro,3,20,48.523767505237316,6
11933,guerra,573,20,48.58715552274105,6
11934,guiada,1,20,48.81873788214391,6
12387,jabata,0,20,54.67684716644757,6
12388,jabato,0,20,48.46986367974645,6
12405,jaezar,0,20,51.4529422004526,6
12419,jamona,1,22,50.52877371798335,6
12423,japona,0,20,49.793328651263856,6
12432,jarazo,0,20,51.38955418294886,6
12451,jayana,0,21,53.80574213802501,6
12596,lamida,2,20,51.70445336838883,6
12599,lamosa,0,20,52.74975539188321,6
12601,lampar,0,21,50.71053405605278,6
12616,lanzar,23,20,52.14468795207482,6
12635,latazo,2,20,51.52785531204792,6
12691,lemera,0,20,51.72774366269891,6
12692,lemnia,0,21,47.50475710263937,6
12718,letame,0,21,47.753146890925784,6
12731,lianza,0,20,51.34285354126524,6
12770,limaza,0,22,48.33864568139118,6
12774,limera,0,20,50.67103659817639,6
12783,linaza,0,20,51.34285354126524,6
12846,loanza,0,20,52.33617258828402,6
12876,lomada,0,20,52.69777241540761,6
12877,lomear,0,20,51.66435564519517,6
12878,lomera,0,20,51.66435564519518,6
12879,lometa,0,21,47.68975887342205,6
12901,lozana,8,20,52.33617258828402,6
12956,macana,0,21,61.71291710936234,6
12957,macear,0,20,58.735601135701984,6
12959,macero,0,20,52.52861764900085,6
12960,maceta,2,21,54.761004363928855,6
12961,machar,0,21,50.217236018320094,6
12966,maciza,10,22,49.202907685196855,6
12969,macona,0,21,55.50593362266122,6
12971,macuca,0,20,48.74478519505622,6
12976,madama,0,24,57.24910410401397,6
12977,madeja,3,21,48.64826253203916,6
12978,madera,184,21,57.27599599022768,6
12979,madero,4,21,51.06901250352655,6
12981,madona,0,22,54.04632847718692,6
12985,madura,21,22,50.93575360309257,6
12989,magiar,0,22,53.843798959139946,6
12993,magreo,1,22,48.69352253696134,6
12998,mahoma,0,25,47.88880685262886,6
12999,mahona,0,23,50.893014712502925,6
13003,mainel,0,21,47.50475710263937,6
13005,maizal,0,22,48.33864568139118,6
13006,majada,2,21,54.791858001236555,6
13007,majado,0,21,48.58487451453543,6
13008,majano,0,22,50.528773717983356,6
13011,malafa,0,21,55.88422082560492,6
13013,malaje,0,20,49.24360567370778,6
13014,malata,0,21,60.04033782932056,6
13015,malato,0,21,53.833354342619444,6
13016,malaya,0,22,54.91443217902313,6
13017,malayo,6,22,48.707448692322004,6
13018,maldad,25,20,47.396109080213456,6
13019,malear,0,20,57.87133913189629,6
13020,maleja,0,20,49.243605673707776,6
13022,maleta,47,21,53.89674236012317,6
13023,maleva,0,21,49.606045872275544,6
13025,maleza,10,22,49.39535274591369,6
13026,malina,0,21,53.64835257183675,6
13027,malino,0,21,47.441369085135634,6
13031,maloja,0,20,49.18021765620404,6
13035,maluca,0,20,47.88052319125053,6
13037,malvar,0,21,49.35117321856261,6
13041,mamada,1,24,57.24910410401398,6
13042,mamado,0,24,51.04212061731286,6
13046,mamila,0,23,50.64414471196269,6
13047,mamola,2,23,51.637463758981475,6
13048,mamona,0,25,52.98601982076078,6
13049,mamosa,0,24,51.094103593788454,6
13051,manada,9,22,60.253311963888045,6
13052,manare,0,22,59.21989519367561,6
13054,manato,0,23,55.18191040439875,6
13055,manaza,0,24,56.88750427689039,6
13056,mancar,0,21,55.31444898645202,6
13060,mandar,33,22,53.85484384097772,6
13063,mandra,0,22,53.854843840977715,6
13064,manear,0,22,59.21989519367561,6
13066,manera,788,22,59.219895193675605,6
13067,manero,0,22,53.01291170697448,6
13069,mangar,0,23,51.479353874412496,6
13074,manida,1,22,53.05300943016814,6
13076,manija,4,22,49.53545467096457,6
13077,manila,1,21,53.64835257183675,6
13078,manilo,0,21,47.441369085135634,6
13079,manita,7,23,54.18859135737996,6
13080,manito,0,23,47.98160787067884,6
13081,manjar,4,22,50.337289081774145,6
13084,manola,1,21,54.64167161885554,6
13085,manolo,0,21,48.43468813215442,6
13086,manota,0,23,55.18191040439875,6
13088,manteo,1,23,49.038314935201356,6
13092,manual,39,22,48.36481724922416,6
13103,maraca,0,20,64.87919660489936,6
13105,marcar,19,20,58.48072848198905,6
13106,marcen,0,21,49.17085351725463,6
13107,marceo,0,20,52.528617649000864,6
13108,marcha,212,21,50.2172360183201,6
13109,marcia,0,20,57.678894071179464,6
13110,marcio,0,20,51.47191058447834,6
13111,marcir,0,20,51.28042594826914,6
13112,mardal,0,20,52.50628777919841,6
13113,mareal,0,20,57.8713391318963,6
13114,marear,2,21,62.38617468921264,6
13115,marero,0,21,56.179191202511504,6
13116,mareta,0,22,58.41157791743951,6
13119,margal,0,21,50.13079781263318,6
13120,margar,0,22,54.64563336994952,6
13122,marial,0,20,56.81463206737378,6
13123,marica,11,20,57.678894071179464,6
13124,marido,363,21,50.01230543900404,6
13125,marina,42,22,58.163188129153085,6
13126,marine,0,22,52.0195926599557,6
13127,marino,42,22,51.956204642451965,6
13128,mariol,0,20,50.60764858067265,6
13130,marjal,0,20,48.98873301999484,6
13133,marojo,0,21,47.48806972681926,6
13134,marola,0,20,57.807951114392566,6
13135,maroma,1,24,56.15229931629781,6
13136,marota,0,22,58.348189899935775,6
13137,marrar,0,21,62.13130203549969,6
13138,marras,4,21,57.07310631299034,6
13140,martel,0,21,47.49827423721285,6
13144,marzal,0,22,49.140480092200754,6
13145,marzas,0,23,48.59711992700774,6
13146,masada,2,21,58.36139573691572,6
13147,masaje,8,21,48.70024550851476,6
13148,mascar,8,20,53.422532759479694,6
13149,masera,0,21,57.32797896670329,6
13152,masila,0,20,51.75643634486443,6
13154,masita,1,22,52.29667513040764,6
13155,masiva,12,22,48.00597864256002,6
13157,masona,0,22,54.09831145366252,6
13158,masora,0,21,57.26459094919955,6
13162,matear,1,22,58.411577917439516,6
13163,matera,0,22,58.41157791743951,6
13164,matero,0,22,52.20459443073838,6
13165,matete,0,23,48.293385676469,6
13166,matico,0,21,47.497313812705215,6
13168,matina,0,23,54.18859135737996,6
13170,matino,0,23,47.98160787067884,6
13172,matosa,0,22,53.28999417742643,6
13174,matraz,0,24,49.68071887774396,6
13176,matula,0,22,47.556499972988064,6
13178,maular,0,21,51.531096744761186,6
13185,mayate,0,24,49.311075495368954,6
13186,mayear,0,23,53.285672267142075,6
13189,mayora,0,23,53.22228424963834,6
13190,mazada,0,23,54.94360507344246,6
13191,mazana,0,24,56.88750427689038,6
13194,maznar,0,24,50.48903615398007,6
13195,meatad,0,22,53.301399218454556,6
13196,meauca,0,21,52.65023140227981,6
13197,mecana,0,21,55.56932164016495,6
13198,mecano,2,21,49.362338153463824,6
13199,mecate,0,21,48.61740889473147,6
13205,mediar,18,21,50.07569345650778,6
13210,medrar,8,21,50.877527867317355,6
13216,mehala,0,21,49.60784666822735,6
13219,mejala,0,20,49.243605673707776,6
13220,mejana,0,22,50.59216173548708,6
13224,mejora,20,21,47.55145774432299,6
13225,melada,0,20,52.761160432911346,6
13227,melaza,3,22,49.39535274591369,6
13229,melena,31,21,48.56146416716189,6
13231,melera,0,20,51.72774366269891,6
13236,melina,0,21,47.50475710263937,6
13245,melona,0,21,48.49807614965815,6
13249,memada,0,24,51.10550863481659,6
13253,menaza,0,24,50.743908807692996,6
13255,menear,2,22,53.07629972447822,6
13256,menesa,0,22,48.01810400196887,6
13261,menina,2,23,48.85331316441867,6
13266,mentar,5,23,48.84683029899216,6
13278,mercar,0,20,52.337133012791654,6
13281,merina,0,22,52.0195926599557,6
13287,mermar,0,24,49.817219210891224,6
13289,mesada,1,21,52.21780026771833,6
13290,mesana,2,22,54.16169947116625,6
13291,mesera,1,21,51.1843834975059,6
13293,meseta,10,22,47.20978672573277,6
13299,metano,6,23,49.038314935201356,6
13300,metate,2,23,48.29338567646899,6
13311,miador,0,21,50.01230543900404,6
13312,miagar,0,22,53.843798959139946,6
13314,miasma,2,24,50.100784546769674,6
13322,mienta,0,23,48.04499588818258,6
13324,mierda,76,21,50.07569345650778,6
13325,mierla,0,20,50.67103659817639,6
13326,mierra,0,21,55.185872155492724,6
13328,migrar,0,22,47.445330836229616,6
13332,milano,1,21,47.441369085135634,6
13333,milara,0,20,56.81463206737378,6
13336,milena,0,21,47.50475710263937,6
13339,miliar,0,20,49.61432953365387,6
13346,mimada,0,24,50.048801570294074,6
13353,minada,0,22,53.05300943016814,6
13356,minera,2,22,52.0195926599557,6
13359,miniar,0,22,50.96288559543318,6
13362,minina,2,23,47.79660609989615,6
13364,minoca,0,21,48.30563108894131,6
13372,mirada,525,21,56.219288925705165,6
13373,mirado,32,21,50.01230543900404,6
13374,mirlar,0,20,50.41616394446345,6
13375,mirona,0,22,51.956204642451965,6
13376,misera,0,21,50.12767643298338,6
13390,mitrar,0,22,50.95640273000667,6
13395,mocear,0,20,52.528617649000864,6
13402,mocita,0,21,47.497313812705215,6
13404,mocosa,2,20,47.40703390898777,6
13415,mogata,0,23,50.862521234385596,6
13421,mohada,0,22,48.949115509055005,6
13429,mojada,13,21,48.58487451453543,6
13431,mojama,0,24,47.524565858109284,6
13432,mojera,0,21,47.55145774432299,6
13437,molada,0,20,52.69777241540761,6
13438,molasa,0,20,52.74975539188321,6
13445,moleta,0,21,47.68975887342205,6
13455,momear,0,24,50.00870384710042,6
13456,momera,0,24,50.00870384710041,6
13458,monada,1,22,54.04632847718692,6
13461,mondar,0,22,47.64786035427659,6
13463,monear,0,22,53.01291170697448,6
13464,moneda,37,22,47.90273300798953,6
13468,monina,0,23,48.78992514691493,6
13473,monona,0,23,49.78324419393372,6
13475,montar,36,23,48.78344228148842,6
13476,montea,0,23,49.038314935201356,6
13485,morada,19,21,57.212607972723944,6
13486,morado,15,21,51.005624486022825,6
13487,moraga,0,22,54.83711800615872,6
13488,morago,0,22,48.6301345194576,6
13489,morato,0,22,52.14120641323464,6
13490,morava,0,22,54.05749341208814,6
13491,moravo,0,22,47.850509925387016,6
13493,morcar,0,20,52.27374499528791,6
13497,moreda,0,21,51.06901250352656,6
13498,morena,41,22,53.01291170697448,6
13500,morera,0,21,56.17919120251151,6
13501,morfea,0,22,48.04847742702274,6
13509,morosa,3,21,51.05760746249842,6
13511,morral,2,20,51.40948299148223,6
13512,morreo,0,21,49.972207715810384,6
13514,mortal,47,21,47.43488621970911,6
13523,moscar,0,20,47.215549272778574,6
13528,motear,0,22,52.20459443073838,6
13530,motera,0,22,52.20459443073839,6
13535,motora,8,22,52.14120641323465,6
13544,moyana,0,24,50.05600475410131,6
13547,múcara,0,21,49.229919624474014,6
13575,mulata,25,22,47.556499972988064,6
13596,murria,0,22,48.84562976835761,6
13612,nababo,0,21,50.484834296759175,6
13613,nabato,0,21,53.93131764239794,6
13614,nabina,0,21,53.74631587161525,6
13615,nabiza,0,22,48.43660898116968,6
13622,nadita,0,20,55.2489000138061,6
13623,nafrar,0,20,57.004796119884986,6
13630,nanear,0,20,62.22410305354967,6
13631,nanita,0,21,57.19279921725402,6
13632,nanjea,0,20,53.596369595361146,6
13633,nantar,0,21,57.994633628063596,6
13635,napias,0,20,52.369547339924246,6
13636,narina,0,20,61.16739598902715,6
13641,nasuda,0,20,48.88176574045728,6
13643,nativa,11,21,52.0937854531703,6
13647,natura,9,21,55.07554339017846,6
13649,navaja,50,20,54.64095130047481,6
13650,navajo,1,20,48.43396781377369,6
13651,navazo,0,22,48.5857148859796,6
13652,naveta,0,21,53.15049251769282,6
13654,nazarí,0,21,47.408714651876124,6
13664,negada,7,20,52.79453518455157,6
13672,nerita,0,20,54.21548324359367,6
13681,neutra,15,21,48.93194792098107,6
13683,nevada,9,20,52.014910590480994,6
13686,nevera,24,20,50.98149382026856,6
13711,nipona,0,21,48.05448008019545,6
13716,nitrar,0,20,53.96061058988073,6
13725,nogada,1,20,52.73114716704784,6
13734,nonada,0,20,57.05053633706098,6
13735,nonata,0,21,58.18611826427281,6
13736,nonato,4,21,51.97913477757169,6
13740,normal,126,21,48.2432034959452,6
13741,novata,1,21,53.087104500189085,6
13745,novena,1,21,47.751826307227795,6
13747,noviar,0,20,49.8613987382423,6
13761,nutria,1,21,47.875240856458554,6
13994,pacaya,1,20,55.043249116109315,6
14005,pagada,3,20,55.19847772715541,6
14006,pagado,25,20,48.99149424045429,6
14007,pagana,6,21,57.14237693060333,6
14008,pagano,3,21,50.9353934439022,6
14010,pagaya,0,22,51.2081540040698,6
14012,pagoda,1,20,48.99149424045428,6
14023,pajaza,0,21,50.69060524751941,6
14038,palazo,0,20,48.596519661690465,6
14050,paliza,13,20,47.603200614671685,6
14054,palmar,0,21,50.71053405605278,6
14056,paloma,31,21,50.902018692261976,6
14063,pamela,3,21,50.965406709765716,6
14064,pamema,0,25,49.30975491167096,6
14067,panada,0,20,59.51786689716855,6
14068,panado,0,20,53.310883410467426,6
14072,pandar,0,20,53.11939877425823,6
14073,pandeo,0,20,47.16728794127005,6
14075,panera,0,20,58.48445012695611,6
14076,panero,0,20,52.277466640254985,6
14082,panoja,0,20,49.79332865126386,6
14084,panosa,0,20,53.36286638694303,6
14085,panoso,0,20,47.155882900241906,6
14095,papada,4,20,55.778213970574996,6
14096,papado,1,20,49.571230483873876,6
14099,papaya,3,22,51.787890247489386,6
14101,papear,0,20,54.744797200362555,6
14102,papera,0,20,54.74479720036256,6
14103,papero,0,20,48.537813713661436,6
14106,papiro,2,20,47.48110664913891,6
14108,papisa,0,20,48.62989441333069,6
14109,papona,0,21,51.515129687321796,6
14114,paraba,16,20,60.373244974278634,6
14120,parata,0,20,63.8197283199174,6
14132,parima,0,22,54.42353520255953,6
14138,parpar,0,20,54.48992454664962,6
14148,partir,342,20,50.220957663287166,6
14159,pasiva,19,20,47.270533575840524,6
14161,pasmar,1,22,50.16717389085976,6
14166,pastar,5,20,52.36306447449773,6
14176,patada,15,20,58.70954962093246,6
14177,pataje,0,20,49.0483993925315,6
14179,patata,10,21,59.84513154814428,6
14180,patear,4,20,57.67613285072002,6
14181,patena,0,21,54.50985335518299,6
14182,patera,1,20,57.676132850720016,6
14184,patero,0,20,51.46914936401889,6
14185,pateta,0,21,53.701536078946894,6
14187,patita,0,21,52.644829014424374,6
14188,patoja,0,20,48.98501137502777,6
14190,patona,0,21,54.44646533767926,6
14191,patosa,1,20,52.55454911070694,6
14193,patota,0,21,53.63814806144316,6
14194,patria,101,20,56.619425786197496,6
14195,patrio,5,20,50.41244229949638,6
14202,pausar,0,20,50.252291512848686,6
14203,pautar,0,21,51.3358904635849,6
14204,pavada,0,20,54.41885313308483,6
14205,pavana,0,21,56.36275233653275,6
14206,pavera,0,20,53.38543636287239,6
14207,pavero,2,20,47.178452876171264,6
14208,pavesa,1,20,48.32724064036304,6
14212,payada,0,21,53.58364397063502,6
14213,payana,0,22,55.52754317408294,6
14214,payasa,1,21,53.63562694711062,6
14215,payaso,11,21,47.4286434604095,6
14216,payesa,2,21,47.49203147791324,6
14243,pegada,23,20,49.05488225795802,6
14245,pegata,0,21,50.190464185169844,6
14250,peinar,5,20,51.28414759323621,6
14256,pelaza,0,20,48.6599076791942,6
14276,penada,1,20,53.374271427971166,6
14277,penado,1,20,47.16728794127005,6
14287,penosa,16,20,47.219270917745646,6
14298,peonia,0,20,51.47563222944541,6
14324,pereta,0,20,51.53253738152263,6
14330,perita,2,20,50.47583031700011,6
14359,petate,8,21,47.55794060974951,6
14360,petera,0,20,51.53253738152264,6
14373,piafar,1,20,52.46330878248186,6
14375,piante,0,21,47.309550821463084,6
14383,picaza,2,20,48.46746261847737,6
14407,pierna,77,20,51.28414759323621,6
14440,pinada,0,20,52.317564363448646,6
14442,pinato,0,21,47.24616280395935,6
14443,pinaza,0,22,48.95175667645099,6
14475,pipera,0,20,47.544494666642656,6
14487,pirata,12,20,56.619425786197496,6
14493,pirita,0,20,49.4191232524776,6
14500,pisana,0,20,52.369547339924246,6
14507,pitada,0,20,51.50924708721255,6
14510,pitera,0,20,50.47583031700011,6
14515,pitora,0,20,50.41244229949638,6
14543,planta,89,20,49.740145144153715,6
14578,pobrar,0,20,47.767793364667185,6
14587,poetar,0,20,51.46914936401889,6
14604,pomada,1,22,50.30667555059336,6
14625,porgar,0,20,47.70320481652891,6
14635,portar,3,20,51.21427671030595,6
14652,potada,0,20,52.50256613423133,6
14655,potasa,1,20,52.55454911070693,6
14656,potera,0,20,51.4691493640189,6
14664,poyata,0,22,48.51224241114573,6
14669,prasma,0,22,50.16717389085976,6
14676,pregar,0,20,47.76659283403265,6
14678,premia,2,22,48.27993973336215,6
14699,prieta,2,20,50.47583031700011,6
14702,primar,2,22,48.025067079649205,6
14712,probar,37,20,47.767793364667185,6
14718,pronta,8,21,48.04799721476893,6
14720,propao,0,20,48.474425696157695,6
14721,propia,511,20,47.481106649138916,6
14789,purana,0,21,52.144207739821,6
14790,purear,0,20,49.166891766160646,6
14791,purera,0,20,49.16689176616064,6
14859,rabino,5,20,50.70561188045116,6
14862,rabiza,0,21,51.6028884767067,6
14863,rabona,0,20,57.905914414171065,6
14866,rabuda,0,20,49.685160841091765,6
14873,racima,0,20,57.67889407117946,6
14874,racimo,5,20,51.47191058447834,6
14895,ramada,0,21,63.41959145942507,6
14896,ramaje,2,21,53.758441231024115,6
14897,rambla,1,21,50.195386360771465,6
14898,rameal,0,20,57.8713391318963,6
14899,ramera,4,21,62.38617468921263,6
14900,ramero,0,21,56.179191202511504,6
14901,ramial,0,20,56.81463206737378,6
14903,ramina,0,22,58.163188129153085,6
14904,ramiro,0,21,55.12248413798899,6
14905,ramito,2,22,51.14788736621587,6
14906,ramiza,0,23,52.85348123870751,6
14909,ramojo,0,21,47.48806972681926,6
14910,ramosa,0,21,57.26459094919955,6
14911,ramoso,0,21,51.057607462498424,6
14912,rampar,1,22,55.22536961336911,6
14913,ramuja,0,22,47.418198843889,6
14921,rangua,0,21,51.56447149640141,6
14922,ranina,0,20,61.16739598902715,6
