,PALABRA,FRECUENC,RHO,PHI,LENGTH
3759,cuija,0,15,33.487001254554514,5
3761,cuino,0,16,32.741471730504884,5
3763,cujón,0,16,15.473279189401715,5
3765,culas,0,14,33.34353784372693,5
3766,culén,0,15,19.5861770902739,5
3767,culle,0,13,27.743302539722556,5
3768,culón,0,15,19.5861770902739,5
3769,culpa,154,15,31.495801144105695,5
3770,culta,13,15,34.42713679446315,5
3771,culto,59,15,28.22015330776203,5
3775,cúmel,0,17,22.92221161753495,5
3777,cuneo,0,16,33.7981787950274,5
3778,cúneo,0,16,30.63273967093455,5
3783,cuplé,2,15,15.846524163680346,5
3784,cupón,0,17,17.195080225459655,5
3788,curco,0,14,33.05901208334083,5
3790,curdo,0,15,31.599406937866537,5
3795,cursi,17,15,30.658070867323353,5
3796,curso,150,15,31.651389914342136,5
3798,curto,15,16,32.734988865078364,5
3799,curul,0,15,25.917895709903775,5
3800,curva,43,16,34.65127586393186,5
3801,curvo,5,16,28.444292377230735,5
3802,cusca,0,14,34.20779984753261,5
3803,cusco,0,14,28.000816360831486,5
3804,cusir,0,15,30.658070867323357,5
3806,cuspa,0,16,30.95244097891268,5
3807,cúter,0,16,29.632937758489252,5
3808,cutio,0,16,31.933154454268784,5
3809,cutir,0,16,31.74166981805958,5
3810,cutis,20,16,26.68347409555023,5
3811,cutre,5,16,32.798376882582104,5
3812,cuzco,0,16,24.58302569735823,5
3818,dagón,0,17,27.639576692898267,5
3819,dahír,0,16,30.028032390316522,5
3826,dallá,0,13,29.261853739352794,5
3831,danés,8,16,30.067049635939085,5
3838,daquí,0,16,23.349120311177543,5
3843,dátil,1,15,22.601789991176098,5
3845,daudá,0,16,27.095976421578342,5
3846,david,0,16,33.365027342085206,5
3847,debda,0,16,35.26594754881658,5
3848,debdo,0,16,29.058964062115454,5
3849,deber,90,16,34.23253077860414,5
3850,débil,68,15,19.155306645537326,5
3852,deble,0,15,29.71769522128781,5
3858,dedil,0,14,30.971889575192236,5
3861,delco,0,13,33.42481376768532,5
3866,dello,0,13,32.56055176387963,5
3869,dende,0,16,33.37715270149406,5
3871,denso,25,16,33.36574766046593,5
3873,depós,0,16,20.183801240148146,5
3874,deque,0,16,26.71120635320812,5
3875,derbi,0,16,33.17582371408162,5
3877,desde,2683,15,31.48523647452174,5
3879,desga,0,16,35.25334197715391,5
3881,deste,0,16,32.620818401733565,5
3882,desto,0,16,32.55743038422983,5
3883,desús,0,16,22.03153793976938,5
3885,deudo,0,16,30.39467444610518,5
3886,deván,0,17,20.716356629630297,5
3891,dicaz,0,16,34.61393936119765,5
3892,dicha,97,15,34.826433283511314,5
3893,dicho,615,15,28.61944979681019,5
3894,diego,0,16,33.30271980215255,5
3895,diesi,0,15,34.73687369817459,5
3898,digno,46,17,29.881567652902582,5
3899,dijes,1,15,26.91097465079565,5
3907,dique,0,16,25.6544992886856,5
3908,disco,50,14,31.824746537969784,5
3909,disón,0,16,22.86674710221918,5
3911,diván,19,17,19.659649565107777,5
3913,doble,182,15,29.65430720378407,5
3914,doblo,2,15,29.590919186280335,5
3915,docén,0,15,25.267688318236658,5
3916,dócil,21,13,22.925813209438573,5
3918,docto,3,15,33.90166453572479,5
3921,dogre,0,16,34.10455421296213,5
3923,dólar,4,14,33.77668929666913,5
3929,donde,1692,16,33.31376468399032,5
3938,dosel,4,14,32.017191598686615,5
3939,dosis,69,15,30.41712436897108,5
3950,drope,0,16,34.68429045638172,5
3951,drupa,0,17,34.55103155594773,5
3953,druso,2,16,30.191784768867837,5
3954,dubda,0,17,28.925705161681464,5
3955,dubio,0,17,27.027065963155714,5
3956,ducal,1,14,33.29155486725133,5
3957,ducas,0,15,32.74819470205831,5
3958,ducha,42,16,29.542897960898717,5
3959,ducho,4,16,23.335914474197594,5
3960,dúcil,0,14,22.925813209438573,5
3963,duelo,33,15,30.990017587773796,5
3967,dueto,0,17,31.530256373317005,5
3969,dulce,104,14,27.147959398053942,5
3970,dulía,0,15,27.691319563246957,5
3971,dunda,0,17,33.180505783556335,5
3972,dundo,0,17,26.97352229685521,5
3973,dupla,0,16,30.036195998631396,5
3974,duplo,0,16,23.829212511930272,5
3975,duque,30,17,20.370963966073006,5
4102,fácil,281,14,19.905278132934757,5
4103,facón,0,16,28.454136728433966,5
4109,fajín,0,17,23.476976823756104,5
4110,fajol,0,15,31.57071425570102,5
4111,fajón,0,17,23.476976823756104,5
4120,falso,53,15,35.14025199138019,5
4128,faquí,0,17,20.328585234673728,5
4134,farón,0,17,32.10471028194462,5
4142,fásol,0,15,19.49097501095484,5
4153,febeo,0,17,31.40348033830953,5
4154,feble,0,16,26.697160144783993,5
4157,fecha,101,16,32.862605271530015,5
4158,fecho,1,16,26.65562178482889,5
4159,feder,0,16,33.522897120527276,5
4160,fedor,0,16,33.459509103023535,5
4162,feliz,198,17,24.58554681169077,5
4163,felón,0,16,21.446279255430902,5
4164,felpa,11,16,33.35590330926269,5
4165,felpo,0,16,27.14891982256157,5
4166,felús,0,16,19.554363028458578,5
4171,fendi,0,17,29.299910560467723,5
4173,fenol,0,16,30.888572749155124,5
4175,feote,0,17,34.8499636839483,5
4187,fetor,0,17,34.595091030235366,5
4189,feúca,0,16,31.875288877683936,5
4190,feúco,0,16,25.668305390982812,5
4191,feudo,4,17,27.374139369601362,5
4196,ficha,11,16,31.8058982070075,5
4198,ficto,0,16,29.887810412202192,5
4199,fideo,5,16,32.65767469221396,5
4203,figle,0,16,25.575864532123198,5
4205,fijar,20,16,35.09223076599857,5
4207,filfa,0,16,31.07441489138199,5
4208,filis,0,15,26.946630410641504,5
4209,filló,0,14,19.041016129129073,5
4211,filón,8,16,20.389572190908382,5
4215,finés,0,17,19.846212025715367,5
4216,finir,0,17,33.35338219493016,5
4218,fique,0,17,22.633964212181784,5
4221,fisán,0,17,19.846212025715367,5
4222,fisco,1,15,28.804211461465965,5
4223,fisga,0,17,31.17609983612757,5
4229,flaón,0,16,27.589874724628288,5
4232,flavo,0,16,31.933154454268788,5
4233,fleco,3,14,30.4042786911815,5
4234,fleja,0,15,31.634102273204757,5
4235,fleje,0,15,25.49050680400737,5
4239,flete,2,16,30.143643490422768,5
4240,flexo,4,16,24.972357782139703,5
4241,floja,6,15,31.57071425570102,5
4242,flojo,8,15,25.363730768999897,5
4245,flote,10,16,30.080255472919028,5
4246,fluir,26,16,26.72129081053826,5
4247,flujo,39,16,19.08687639936852,5
4248,flúor,3,16,24.54917073346419,5
4251,focha,1,16,32.799217254026274,5
4255,foiso,0,16,32.64626965118582,5
4256,folga,0,16,32.71277904833937,5
4257,folgo,0,16,26.505795561638244,5
4258,folía,0,15,30.947638856374518,5
4259,folio,13,15,33.18962981637884,5
4264,fondo,525,17,30.229841589982772,5
4265,fonil,0,16,29.831865684632604,5
4266,fonio,0,17,34.538185878158146,5
4267,fonje,0,17,26.77567484828294,5
4268,foque,0,17,23.627283259200567,5
4274,forno,0,17,35.34002028896772,5
4277,forte,0,17,34.59509103023536,5
4278,fosal,0,15,35.14025199138019,5
4281,fosco,1,15,29.797530508484748,5
4282,fósil,4,15,18.497655963936058,5
4283,fosor,0,16,33.448104061995394,5
4285,fóvea,0,17,27.260569171573835,5
4290,fredo,0,16,33.459509103023535,5
4291,freír,7,16,29.127394308284263,5
4292,freno,18,17,35.40340830647146,5
4293,freón,0,17,25.961114812747233,5
4296,freso,0,16,33.511492079499135,5
4297,frete,0,17,34.6584790477391,5
4301,frido,0,16,32.40280203850102,5
4302,frige,0,17,30.090700089439533,5
4303,frión,0,17,24.904407748224713,5
4306,friso,2,16,32.45478501497662,5
4308,frito,8,17,33.53838396571284,5
4310,frote,2,17,34.59509103023536,5
4311,fruir,0,17,31.23612636785459,5
4314,fúcar,0,16,31.620416223970995,5
4315,fucia,0,16,33.984020937254265,5
4316,fudre,0,17,27.18265473339216,5
4319,fuero,7,17,32.48431806858632,5
4320,fuesa,0,17,33.633105832778085,5
4325,fuida,0,17,32.524415791779965,5
4327,fulán,0,17,15.106036868295787,5
4328,fular,3,16,33.92159334425816,5
4329,fulla,0,15,29.406757786941828,5
4335,furor,14,17,32.22944541487337,5
4337,fusca,0,16,29.727659625554494,5
4338,fusco,0,16,23.52067613885337,5
4339,fusil,10,16,21.663095088028907,5
4340,fúsil,0,16,18.497655963936058,5
4341,fusor,0,17,27.171249692364025,5
4345,fútil,4,17,19.581254914672286,5
4350,gaché,0,16,24.001968870240646,5
4351,gachí,1,16,24.001968870240646,5
4352,gacho,0,16,33.44426236396487,5
4353,gachó,5,16,24.001968870240646,5
4357,galán,27,16,28.23491983456688,5
4360,gálea,0,15,31.656071983816847,5
4361,gáleo,0,15,25.449088497115724,5
4362,galés,1,15,26.343003607594557,5
4364,galgo,2,16,33.357824158277964,5
4368,galón,0,16,28.23491983456688,5
4369,galop,0,16,33.93756040169755,5
4398,gasón,0,17,27.691559669373866,5
4401,gauss,0,17,28.96508256649439,5
4404,gelfe,0,16,26.632571596645718,5
4406,genio,55,17,35.24661900560048,5
4407,genol,0,16,31.533617859093717,5
4413,gerbo,0,17,31.793652794535184,5
4416,gesto,315,17,30.181940417664606,5
4420,gilva,0,16,31.584880517188594,5
4421,gilvo,0,16,25.377897030487475,5
4424,giste,0,17,29.188621370645826,5
4425,glasé,1,15,26.343003607594557,5
4426,glayo,0,17,31.742990401757577,5
4427,gleba,0,16,33.48580072391997,5
4429,globo,28,16,27.215429219715112,5
4431,glose,0,15,29.641701632121396,5
4433,gneis,0,17,29.996938646881922,5
4436,gobio,0,17,30.928430366221868,5
4437,gocha,0,16,33.44426236396487,5
4438,gocho,0,16,27.237278877263748,5
4439,godeo,0,16,34.29603884917133,5
4440,godir,0,16,33.047847148439615,5
4441,gofio,0,17,30.218796708144996,5
4442,golde,0,15,29.589718655645797,5
4443,goles,3,15,29.641701632121396,5
4444,golfa,5,16,32.71277904833937,5
4445,golfo,15,16,26.505795561638244,5
4446,golpe,178,16,27.793964932500163,5
4451,gonce,0,16,32.3978798628994,5
4454,gordo,73,16,34.04116619545839,5
4459,goteo,5,17,35.431620776383156,5
4484,grege,0,17,31.792452263900646,5
4485,grelo,0,15,34.69989735463075,5
4490,grido,0,16,33.047847148439615,5
4492,grifo,21,17,30.027312071935796,5
4495,gripe,17,17,31.315481442797715,5
4496,gripo,0,17,31.252093425293978,5
4498,grisú,1,17,23.657536631190986,5
4500,grito,96,17,34.18342907565143,5
4502,grojo,0,16,30.52361143625482,5
4505,groso,0,16,34.09314917193399,5
4506,gruir,0,17,31.881171477793185,5
4507,gruja,0,17,30.45374055332457,5
4517,guado,0,17,34.16277994873734,5
4519,guaje,0,17,30.70861320703751,5
4521,gualá,0,16,25.31582959668173,5
4529,guará,0,17,29.830665153998066,5
4532,guaso,0,17,34.21476292521294,5
4541,güero,1,17,29.96392405443206,5
4544,guida,0,17,33.16946090171856,5
4545,guido,0,17,26.962477415017435,5
4547,guija,0,17,29.651906142514992,5
4548,guijo,0,17,23.44492265581387,5
4549,güila,0,16,30.599364919294327,5
4552,güira,0,17,35.11420047661066,5
4553,guiri,0,17,31.079337066983605,5
4554,güiro,0,17,28.90721698990954,5
4555,guisa,13,17,33.221443878194165,5
4556,guiso,6,17,27.01446039149304,5
4561,gular,0,16,34.566638454196756,5
4562,gules,0,16,23.36484726249002,5
4564,gurda,0,17,33.97129531252814,5
4565,gurdo,0,17,27.764311825827015,5
4775,jable,0,15,32.34373593128163,5
4776,jabón,18,17,24.18661048183297,5
4782,jajay,0,17,32.695011194948165,5
4785,jalde,0,14,34.65463734970857,5
4786,jaldo,0,14,34.59124933220484,5
4790,jalón,0,15,27.09285504192853,5
4796,japón,0,17,24.701758177114286,5
4797,jaque,5,16,29.337247063201936,5
4803,jaspe,2,16,32.31552346136992,5
4806,jatib,0,17,31.827267652302314,5
4808,jaudo,0,16,33.020715156099,5
4812,jauto,0,17,34.15629708331082,5
4815,jeito,0,16,33.29623693672603,5
4816,jején,0,16,16.83636167185896,5
4817,jeliz,0,16,24.08852712899101,5
4818,jemal,0,17,33.59432869328243,5
4819,jeque,2,16,23.19365159400455,5
4820,jerbo,0,16,30.651588001896837,5
4821,jerez,2,17,29.660069750829866,5
4824,jesús,0,16,18.51398318056581,5
4826,jetón,0,17,21.489498358274357,5
4827,jibia,0,16,35.000030013265864,5
4828,jifia,0,16,34.290396355188996,5
4829,jijas,0,15,29.537015360789468,5
4830,jijeo,0,15,28.643100250310635,5
4833,jinda,0,16,34.94648634696536,5
4834,jinja,0,16,31.42893158776179,5
4835,jinjo,0,16,25.22194810106067,5
4836,jiote,0,16,33.29623693672603,5
4837,jipío,0,16,20.859219775140613,5
4838,jirel,0,14,32.56451351497362,5
4839,jirón,6,16,24.407388065524962,5
4840,jisca,0,14,34.51417526546734,5
4843,joder,24,15,32.96248942032378,5
4844,jofor,0,16,29.87856632631623,5
4845,jondo,3,16,29.73282190728302,5
4847,jonio,0,16,34.04116619545839,5
4848,jopeo,0,16,31.358220333387354,5
4849,jorco,0,14,34.35870654829435,5
4850,jorfe,0,16,29.94195434381997,5
4851,jorge,0,16,30.586999453758562,5
4853,joule,0,15,27.472462828570226,5
4854,joven,430,17,26.64109536415095,5
4855,joyel,0,16,24.457330139921844,5
4858,judas,0,16,27.771034797380445,5
4859,judea,0,16,33.084103173602735,5
4860,judía,18,16,23.578421662374772,5
4861,judío,30,16,17.371438175673646,5
4862,juego,254,17,24.50162972033639,5
4865,jugar,98,17,30.453740553324568,5
4866,jujeo,0,16,23.35956492769804,5
4867,julio,57,15,26.415755764047706,5
4868,junco,6,16,24.91557268312594,5
4869,junio,51,17,27.764311825827015,5
4875,jurco,0,15,28.081852178662967,5
4876,jurel,1,15,27.280978192361022,5
4877,jurio,0,16,30.930591321364044,5
4878,justa,41,17,28.90661672459227,5
4879,justo,160,17,22.69963323789115,5
